id,room_type,minimum_nights,census_tract,census_NBH,amenities,price
21486679,Entire home/apt,1,107.01,Back Bay,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",171.0
21596829,Entire home/apt,29,3.01,Brighton,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Free street parking"", ""Baby bath"", ""Refrigerator"", ""Pets allowed"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Extra pillows and blankets"", ""Bathtub"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Pocket wifi"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",189.0
21597670,Private room,60,815,Roxbury,"[""Wifi"", ""Long term stays allowed"", ""Crib"", ""Lock on bedroom door"", ""Free street parking"", ""Refrigerator"", ""Wine glasses"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""High chair"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Free parking on premises"", ""Dedicated workspace"", ""Smart lock"", ""Coffee"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Books and reading material"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Hangers"", ""Private living room"", ""Self check-in"", ""Clothing storage"", ""Heating"", ""Microwave""]",65.0
21624391,Entire home/apt,2,4.01,Brighton,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Private entrance"", ""Microwave"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",250.0
21661811,Private room,91,916,Dorchester,"[""Wifi"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""Smoking allowed"", ""Free parking on premises"", ""Hangers"", ""Dryer"", ""Heating"", ""Essentials"", ""Iron""]",30.0
21667214,Private room,91,907,Dorchester,"[""Shampoo"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Dryer"", ""Heating"", ""Essentials"", ""Iron""]",60.0
21679735,Private room,91,8.04,Allston,"[""Wifi"", ""Backyard"", ""Washer"", ""Hair dryer"", ""Kitchen"", ""BBQ grill"", ""Patio or balcony"", ""Dryer"", ""Heating"", ""Microwave""]",70.0
21679902,Entire home/apt,29,108.02,Back Bay,"[""Shampoo"", ""Carbon monoxide alarm"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Indoor fireplace"", ""Cooking basics"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""TV"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Essentials"", ""Iron""]",116.0
21683291,Private room,91,1010.02,Mattapan,"[""Wifi"", ""Stove"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""TV"", ""Bathtub"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Baby safety gates"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Dryer"", ""Heating"", ""Fire extinguisher""]",55.0
21698478,Private room,91,907,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Dryer"", ""Heating"", ""Microwave""]",79.0
21701419,Private room,29,203.01,West End,"[""Wifi"", ""Stove"", ""Pool view"", ""City skyline view"", ""Kitchen"", ""Waterfront"", ""Dishwasher"", ""Lock on bedroom door"", ""Park view"", ""First aid kit"", ""Building staff"", ""Refrigerator"", ""Shared gym in building"", ""Toaster"", ""River view"", ""Wine glasses"", ""Paid parking on premises"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Canal view"", ""Hair dryer"", ""Blender"", ""Elevator"", ""Cleaning products"", ""Freezer"", ""Extra pillows and blankets"", ""Bathtub"", ""Hot water kettle"", ""Paid washer \u2013 In building"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Mosquito net"", ""Hot water"", ""Paid parking off premises"", ""Central air conditioning"", ""Dishes and silverware"", ""Books and reading material"", ""Hangers"", ""Clothing storage: closet"", ""Private living room"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",99.0
21736914,Private room,91,509.01,East Boston,"[""Wifi"", ""Carbon monoxide alarm"", ""Washer"", ""Kitchen"", ""Smoke alarm"", ""Lock on bedroom door"", ""Hangers"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Essentials""]",200.0
21769647,Private room,3,923,Dorchester,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""First aid kit"", ""Outdoor dining area"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Ceiling fan"", ""Iron"", ""Coffee maker"", ""Outdoor furniture"", ""Washer"", ""40\"" HDTV with premium cable"", ""Shared patio or balcony"", ""Hair dryer"", ""BBQ grill"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Heating"", ""Microwave""]",100.0
21779767,Entire home/apt,91,107.01,Back Bay,"[""Wifi"", ""Stove"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Breakfast"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Elevator"", ""TV"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",99.0
21789235,Entire home/apt,30,1005,Dorchester,"[""Wifi"", ""Stove"", ""Kitchen"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Air conditioning"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",130.0
21799918,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Barbecue utensils"", ""Single level home"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""42\"" HDTV with Roku"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Samsung stainless steel gas stove"", ""Indoor fireplace: electric"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Pocket wifi"", ""Changing table"", ""Ethernet connection"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",252.0
21800425,Entire home/apt,1,911,Dorchester,"[""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Single level home"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""42\"" HDTV with Roku"", ""Refrigerator"", ""Fast wifi \u2013 356 Mbps"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Samsung stainless steel gas stove"", ""Indoor fireplace: electric"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Pocket wifi"", ""Changing table"", ""Ethernet connection"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",252.0
21802497,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Public or shared beach access"", ""Kitchen"", ""43\"" HDTV with Roku"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Samsung stainless steel gas stove"", ""Indoor fireplace: electric"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Private patio or balcony"", ""Pocket wifi"", ""Changing table"", ""Ethernet connection"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",188.0
21815325,Entire home/apt,32,305,North End,"[""Wifi"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Long term stays allowed"", ""Coffee maker"", ""Dedicated workspace"", ""Hangers"", ""Lockbox"", ""Self check-in"", ""TV"", ""Dryer"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Essentials"", ""Iron""]",103.0
21824260,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Single level home"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Washer"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""HDTV with Roku"", ""Indoor fireplace: electric"", ""Samsung stainless steel gas stove"", ""Baking sheet"", ""Microwave"", ""Private entrance"", ""Private patio or balcony"", ""Pocket wifi"", ""Changing table"", ""Ethernet connection"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",130.0
21824635,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Keypad"", ""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Free street parking"", ""Shared BBQ grill: gas"", ""Barbecue utensils"", ""First aid kit"", ""Outdoor dining area"", ""Refrigerator"", ""Folding or convertible high chair - always at the listing"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Regular  body soap"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""Central heating"", ""Free washer \u2013 In unit"", ""Freezer"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""HDTV with Roku"", ""Indoor fireplace: electric"", ""Samsung stainless steel gas stove"", ""Baking sheet"", ""Microwave"", ""Dining table"", ""Private entrance"", ""Paid parking lot off premises"", ""Private patio or balcony"", ""Coffee"", ""Essentials"", ""Mosquito net"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Clothing storage: walk-in closet and closet"", ""Private backyard \u2013 Fully fenced"", ""Hangers"", ""Self check-in"", ""Fire extinguisher""]",72.0
21824859,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Keypad"", ""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""52\"" HDTV with Roku"", ""High chair"", ""Coffee maker"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Samsung gas stove"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Indoor fireplace: electric"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Pocket wifi"", ""Changing table"", ""Ethernet connection"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",130.0
21826196,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Keypad"", ""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""HDTV with Roku"", ""Indoor fireplace: electric"", ""Private entrance"", ""Microwave"", ""Dedicated workspace"", ""Private patio or balcony"", ""Changing table"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Gas stove"", ""Hangers"", ""Self check-in"", ""Heating"", ""Fire extinguisher""]",75.0
21826460,Entire home/apt,1,911,Dorchester,"[""Wifi"", ""Public or shared beach access"", ""Kitchen"", ""Dishwasher"", ""Crib"", ""Baby bath"", ""Free street parking"", ""Barbecue utensils"", ""Outlet covers"", ""First aid kit"", ""Beach essentials"", ""Refrigerator"", ""Children\u2019s dinnerware"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""52\"" HDTV with Roku"", ""High chair"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Samsung stainless steel gas stove"", ""Indoor fireplace: electric"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Pocket wifi"", ""Changing table"", ""Ethernet connection"", ""Essentials"", ""Baby monitor"", ""Hot water"", ""Fireplace guards"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",130.0
